Title,PID,Description
"Woman's [sic] quadrangle and Mears Cottage, Grinnell College, Grinnell, Iowa",grinnell:13594,"Looking north from Sixth Avenue. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. 1948 postmark. Number B-85."
"Women Collecting Wood",faulconer-art:3478,
"Women Going to Market",faulconer-art:3479,
"Women Group Photo, 1992",grinnell:19980,"Group of women pose outdoors."
"Women and Academia Seminar",grinnell:5827,"Photo of (from left) Carolynn Reid Wallace (American Studies and English), Suzanne M. Heidner (resident adviser), Jean R. King (physical education) and Leigh Kagan (doctoral candidate in Chinese history at Harvard U. and wife of Grinnell faculty member)"
"Women and girl, Belle Plaine, Iowa",grinnell:14188,"Portrait of two women (one woman's name is Alice and other woman's name is Mary) and a girl standing behind a fence and in front of a house. 1907 postmark."
"Women of the Revolution",grinnell:25518,"The story of the Haitian Revolution is steered by powerful characters such as Toussaint L'Ouverture, Henri Christophe, and Jean-Jacques Dessalines, military commanders and monarchs who facilitated the Haitian independence movement during the French Revolution. However, these men were not the only people involved in the dramatic uprising. Haitian women, too, played a large role in the rebellion, and this block honors the female freedom fighters who often go unnoticed in modern tellings of the story. In the lower center of the block the artist has placed a Haitian ten gourd banknote, featuring sergeant and lieutenant Sanité Bélair who fought bravely under the command of Toussaint LOuverture. To her left is a depiction of Marie-Jeanne Lamartiniére, a Haitian soldier who fought in male uniform and is said to have greatly boosted the spirits of her male counterparts with her invigorating bravery. On the right hand side of the block we see an image of Cécile Fatiman, a mambo (Vodou priestess) said to have participated in the Vodou ritual at Bwa Kayiman, a ceremony during which the first slave insurrection was planned. Although these women, and others like them, have not made it into many history books, this block honors the sacrifices they made for the freedom of their people and country."
"Women's Basketball Grinnell vs William Penn 1977",grinnell:5951,"Women's basketball Grinnell College vs William Penn University. Christine Stidley, class of 1978, #23 and Kim Krutilla, class of 1980, #32."
"Women's Basketball Grinnell vs William Penn JV 1977",grinnell:5964,"Women's basketball game Grinnell College vs William Penn University Junior Varsity. Stephanie Nelson #44, class of 1977 and Frances Partridge #42, class of 1980."
"Women's Fencing Society",grinnell:12977,"Women's fencing group in Grinnell, Iowa. From left to right: Laurence Rich, Mrs. Harry Decatur, Gertrude Adkins, Mrs. Fritz Gruhns, Mrs. H.H. Fleener, Mrs. Steve Smith, Mary Bradley, Lil Struve, Martha Martinson, Mrs. Chas. Kingdom, Lillian Dittmer, Grace Nelson, Mrs. Clara Brolliar, Mayme Nelson, Mrs. Ed Decatur. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-6, People."
"Women's Field Hockey",grinnell:5907,"Women's intramural field hockey."
"Women's Glee Club",grinnell:23422,"Women's Glee Club poses together."
"Women's Glee Club",grinnell:23442,"Women's Glee Club poses together."
"Women's Glee Club Performance",grinnell:23454,"A close-up of a Women's Glee Club performance."
"Women's Glee Club at Christmastime",grinnell:5736,"Women's Glee Club sings while entering dining hall for traditional Yule Log dinner at Christmastime."
"Women's Glee Club, 1948",grinnell:19857,"Women's Glee Club."
"Women's Group",grinnell:6071,"Unidentified, undated photograph from the Drake Community Library Archives oversize photos collection of a group of young women. Possibly 1890s based on clothing and hair styles. Drake Community Library Archives. Oversize photos."
"Women's Gymnasium, Grinnell, Ia.",grinnell:6327,"Postcard view of the Women's Gymnasium (Rand Gymnasium) at Grinnell College in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. McNally photographs. Collection #1, Series #1-1."
"Women's Gymnasium, University of Iowa, Iowa City, Iowa",grinnell:15841,"Women's Gymnasium, University of Iowa, Iowa City, Iowa"
"Women's League Board, 1948",grinnell:19856,"Women's League Board. Left to right: Mary Frye, Rosamond Sapp, Barbara Takahashi, Gwen Beck, Harriet Cook"
"Women's Liberation Group",grinnell:5695,"Women's liberation summer discussion group."
"Women's Softball",grinnell:5932,"Women's softball."
"Women's Swimming 1965-1966",grinnell:5906,"Women's swim team, the White Caps. 1965-1966 school year."
"Women's dormitories, Grinnell College, [Grinnell, Iowa]",grinnell:13593,"Looking southeast. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. Number 8."
"Women's dormitory, Grinnell College, Grinnell, Iowa",grinnell:13330,"Looking northwest. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. Number 641."
"Women's dormitory, Grinnell College, Grinnell, Iowa",grinnell:13595,"Looking northwest from corner of Sixth Avenue and East Street. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. Number 21737N."
"Women's gymnasium, [Grinnell College], Grinnell, Iowa",grinnell:13668,"Looking east. Rand Gymnasium was constructed in 1897 and destroyed by fire in 1939. The cost to build was between $10,000 and $17,360. 1913 postmark."
"Women's gymnasium, [Grinnell College], Grinnell, Iowa",grinnell:13669,"Looking east. Rand Gymnasium was constructed in 1897 and destroyed by fire in 1939. The cost to build was between $10,000 and $17,360."
"Women's gymnasium, [Iowa College], Grinnell, Iowa",grinnell:13543,"Looking east. Rand Gymnasium was constructed in 1897 and destroyed by fire in 1939. The cost to build was between $10,000 and $17,360. 1909 postmark."
"Women's quadrangle (1888 to 1948), Main Hall, Grinnell College, Grinnell, Iowa",grinnell:13725,"Looking northeast. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. Number C12271."
"Women's quadrangle and dining room, Grinnell College, Grinnell, Iowa",grinnell:13514,"Looking northwest from Sixth Avenue. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. Number B-86."
"Women's quadrangle, Grinnell College, Grinnell, Iowa",grinnell:13334,"Looking southeast. Building from left to right: Loose Hall, Read Hall, Haines Hall. Number B-84."
"Women's swimming pool and gymnasium, Iowa State Teachers College, Cedar Falls, Iowa",grinnell:13278,"Looking northeast at the West Gymnasium swimming pool. West Gymnasium was completed in 1925 at a cost of $250,000. Number 0B-H1951."
"Womens's Intramurals Field Hockey",grinnell:23527,"Students playing field hockey"
"Won the Prize, Varina, Iowa",grinnell:14851,"Won the Prize, Varina, Iowa"
"Wood Anatomy of Darwiniothamnus, Lecocarpus, and Macraea (Asteraceae)",grinnell:26661,"The genera Darwiniothamnus Harling, Lecocarpus Decaisne, and Macraea Hook. f. are endemic to the Galapagos Islands. Although wood anatomy of Lecocarpus has been considered by Carlquist (1958) and Eliasson (1971), the material available hitherto has been twigs rather than mature wood. The other two genera have not been studied with respect to wood anatomy."
"Wood Anatomy of Hydrophyllaceae. I. Eriodictyon",grinnell:26662,"Hydrophyllaceae is a characteristically herbaceous family; only Eriodictyon Benth., Wigandia H.B.K., and the monotypic Turricula Macbr. can be considered woody (stems attaining a diameter of more than 1 em). Are plants such as these relicts from a woody ancestry, or is the family secondarily woody?"
"Wood Anatomy of Hydrophyllaceae. II. GeneraOther Tan Eriodictyon, with Comments on Parenchyma Bands Containing Vessels with Larg",grinnell:26664,"Wood Anatomy of Hydrophyllaceae. II. GeneraOther Tan Eriodictyon, with Comments on Parenchyma Bands Containing Vessels with Large Pits"
"Wood Anatomy of Polemoniaceae",grinnell:26663,"This studiy of the anatomy of the family Polemoniaceae adds to the summaries compiled by Metcalfe and Chalk (1950 and Grant (1959)"
"Wood Duck Pair at DeSoto National Wildlife Refuge, Missouri Valley, Iowa",grinnell:15402,"Wood Duck Pair at DeSoto National Wildlife Refuge, Missouri Valley, Iowa"
"Wood Wax &amp; Paper, Forbes, and Main Street Wine Cellar",grinnell:21280,"The storefronts for Wood Wax & Paper, Forbes Office Equipment, and Main Street Wine Cellar at 931, 933, and 933 1/2 Main Street in downtown Grinnell, Iowa, after renovation. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.4, slide 7."
"Wooden Box with Four Intaglios",faulconer-art:2886,
"Wooden Farmers Sign",grinnell:20506,"The original wooden Farmers Market Sign for the Grinnell Farmers Market on Saturdays from 7 AM to noon. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.31, slide 2."
"Woods Motel, Indianola, Iowa",grinnell:15746,"Woods Motel, Indianola, Iowa"
"Woods and Stream",faulconer-art:1834,
"Work V-5",faulconer-art:1147,
"Work W-2",faulconer-art:1154,
"Work of tornado July 26, 1908 at Arthur, Iowa",grinnell:14238,"Remains of a tornado that hit Arthur, Iowa, July 26, 1908. Men are sifting through debris with a cow grazing nearby. 1909 postmark."
"Work, Work",faulconer-art:6458,
"Worker Motivation, Wages, and Bilateral Market Power in Nonunion Labor Markets",grinnell:11659,"The terms of market exchange can, under certain conditions, even in competitive markets, reflect underlying power relationships. Bilateral market power exists in employment relationships whenever both workers and employers benefit from maintaining their association: whenever the value of the employment relationship exceeds the value of the next best alternative for both parties simultaneously. This paper develops a widely applicable model of bilateral market power in employment relationships along with some of its implications."
"Workers Working on Expansion and Renovation of Burling",grinnell:5572,"Photo of workers working on expanding and renovating Burling Library in February 1982."
"Workers of the World Unite!",faulconer-art:4268,
"Workers of the World [Flags",faulconer-art:4266,
"Workers, Guttenberg, Iowa",grinnell:15825,"Workers, Guttenberg, Iowa"
"Working at the desk in KGRW",grinnell:20078,"Three men working at the desk in the KGRW radio studio."
"World map",faulconer-art:6443,
"World map",faulconer-art:6444,
"World map",faulconer-art:6445,
"World's Smallest Church, Festina, Iowa",grinnell:16769,"World's Smallest Church, Festina, Iowa"
"Worth's 1934 Champions",grinnell:20693,"Worth's 1934 champion baseball team in Grinnell, Iowa. Team members are wearing Worth's jerseys. Trophies and Worth's baseballs, bats and gloves are displayed in front of them. Worth, Inc. is a family-owned baseball and softball equipment company that was founded by George Sharp Lannom Jr. in Tullahoma, Tennesse in 1912. In 1923 the company merged with the Morrison-Ricker glove manufacturing company in Grinnell, Iowa. Photo taken by Portrait Art Studios."
Wounds,grinnell:18541,"This work comes out of the desire to produce a visual representation of the wounds Indigenous women have faced in postcolonial society and show through the healing process that their dreams and realization of the future can be made. Utilizing traditional weaving methods to create dreamcatchers, I wanted to combine that method with embroidery and color."
"Wreck of the Automobile, Emmettsburg, Iowa",grinnell:14658,"Wreck of the Automobile, Emmettsburg, Iowa"
"Wrecked pullman and coach ground to kindling, train wreck, March, 21, 1910, Green Mountain, Iowa",grinnell:14397,"Volunteers helping to clear up the wreckage from a train wreck on March 21, 1910 near Green Mountain, Iowa. 1910 postmark."
"Wrestling, 1963",grinnell:19993,"Freshmen Wrestling, 1963. Bottom row: Jim Holsfinger, William ""Bill"" Barnes, Kenneth ""Ken"" Strubbler. Keith Zolla, Polger. Top row: Coach Terry Moore '61; Dan Reising, Larry Peppers, Kris Nash, Gary Wilson."
"Writers Conference",grinnell:5811,"Photo of Andrew Lytle with Edward M. Moore in 1969 Writers Conference"
"Writers Trade",faulconer-art:4200,
"Writers@Grinnell Presents the Mando Lecture",grinnell:23149,"Announcement of the speakers at the first annual Armando Montaño (Class of 2012) memorial lecture."
"Writing Center, 1990",grinnell:20130,"Student receives help with writing at the Writing Center, 1990."
"Wyckoff Baseball Photograph",grinnell:18370,"Photograph of Garrett Wyckoff playing baseball"
"Wyckoff Portrait",grinnell:18369,"Portrait of young Garrett Wyckoff"
X-3,faulconer-art:1152,
"XC Finish",grinnell:23529,"Student finishing race"
XOA,faulconer-art:1299,
"Xcaret II",faulconer-art:1689,
"Y Aun No Se Van!",faulconer-art:1968,
"Y.M. & Y.W.C.A., Grinnell College, Grinnell, Iowa",grinnell:13564,"Looking northeast. The Christian Association Building, later changed to Steiner Hall, was built in 1906 for approximately $10,000 to house the Y.M.C.A. and Y.W.C.A. programs. It now houses classrooms and seminar rooms for varius departments on campus. Number D13728."
"Y.M.C.A. Building, Keokuk, Iowa",grinnell:15691,"Y.M.C.A. Building, Keokuk, Iowa"
"Y.M.C.A. Cabinet",grinnell:13093,"Y.M.C.A. cabinet, Grinnell High School, Grinnell, Iowa, 1937. Top row, left to right: T. Crews, Eastridge, McKee, Arnold. Bottom row: Phillips, W. Crews, Mr. Hawk, Gallagher, Swaney. This photo appears in the 1930 Grinnell High School yearbook, The Grinnellian, on p. 27. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-6, People."
