"","Title","PID","Description","alttitle","publisher","date","item","key","resource","topic","geo"
"6263","Public School, Lawler, Iowa","grinnell:16591","Public School, Lawler, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6264","Public School, Little Cedar, Iowa","grinnell:16903","Public School, Little Cedar, Iowa",NA,"Big 4 Post Card Co.",NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6265","Public School, Livermore, Iowa","grinnell:15516","Public School, Livermore, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools, Dwellings, Dirt roads",NA
"6266","Public School, Marne, Iowa","grinnell:14642","Public School, Marne, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools, School children, Teachers",NA
"6267","Public School, McCallsburg, Iowa","grinnell:16543","Public School, McCallsburg, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6268","Public School, Melcher, Iowa","grinnell:16533","Public School, Melcher, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6269","Public School, Mingo,Iowa","grinnell:15407","Public School, Mingo,Iowa",NA,"Young, I.L., Baxter, Iowa",NA,NA,NA,"still image","Educational facilities, Schools, Public schools, School children",NA
"6270","Public School, Morning Sun, Iowa","grinnell:15383","Public School, Morning Sun, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6271","Public School, Parkersburg, Iowa","grinnell:16404","Public School, Parkersburg, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools, Water towers",NA
"6272","Public School, Plainfield, Iowa","grinnell:16392","Public School, Plainfield, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6273","Public School, Plymouth, Iowa","grinnell:16391","Public School, Plymouth, Iowa",NA,"American Post Card Company, Mason City, Iowa",NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6274","Public School, Rhodes, Iowa","grinnell:15123","Public School, Rhodes, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6275","Public School, Rolfe, Iowa","grinnell:15097","Public School, Rolfe, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6276","Public School, Ruthven, Iowa","grinnell:15090","Public School, Ruthven, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6277","Public School, Ryan, Iowa","grinnell:15088","Public School, Ryan, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6278","Public School, Sabula, Iowa","grinnell:15082","Public School, Sabula, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6279","Public School, Sanborn, Iowa","grinnell:15072","Public School, Sanborn, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6280","Public School, Scranton, Iowa","grinnell:15067","Public School, Scranton, Iowa",NA,"Olson Photograph Co., Plattsmouth, Neb.",NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6281","Public School, St. Ansgar, Iowa","grinnell:14951","Public School, St. Ansgar, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6282","Public School, Thor, Iowa","grinnell:14900","Public School, Thor, Iowa",NA,"L.L. Cook Co., Lake Mills, Wis.",NA,NA,NA,"still image","Educational facilities, Schools, Public schools, School children",NA
"6283","Public School, Toledo, Iowa","grinnell:14883","Public School, Toledo, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6284","Public School, Toledo, Iowa","grinnell:14882","Public School, Toledo, Iowa",NA,"Benson, E.A., Importer & Publisher, Toledo, Iowa",NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6285","Public School, Waukon, Iowa","grinnell:14801","Public School, Waukon, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6286","Public Schools, Moulton, Iowa","grinnell:16512","Public Schools, Moulton, Iowa",NA,NA,NA,NA,NA,"still image","Educational facilities, Schools, Public schools",NA
"6287","Public Square, Eldora, Iowa","grinnell:16797","Public Square, Eldora, Iowa",NA,NA,NA,NA,NA,"still image","Government facilities, Court houses, Courthouses, Monuments and memorials, Public squares",NA
"6288","Public Square, Toledo, Iowa","grinnell:14881","Public Square, Toledo, Iowa",NA,NA,NA,NA,NA,"still image","Plazas, Public squares, Monuments and memorials, Commercial facilities, Vehicles",NA
"6289","Public Square, Toledo, Iowa","grinnell:15630","Public Square, Toledo, Iowa",NA,NA,NA,NA,NA,"still image","Streets, Commercial streets, Commercial facilities, Service industry facilities, Public squares",NA
"6290","Public Square, Toledo, Iowa","grinnell:14880","Public Square, Toledo, Iowa",NA,"Co-Mo Photo Company, Mason City, Iowa",NA,NA,NA,"still image","Plazas, Public squares, Monuments and memorials, Court houses, Courthouses",NA
"6291","Public library, Adel, Iowa","grinnell:14454","This one-story building is one of Adel's oldest structures, having been built in 1879. It served as the Presbyterian Church until 1924 and was later converted to a library by the city. Number A-5510.","Adel Public Library","Hamilton Photo Co. (Ames, Iowa)",1940,"Iowa Historical Postcard Collection (IHPC), Grinnell College. Special Collections and Archives, Digital Grinnell",NA,"still image","Dallas County (Iowa), Adel (Iowa), Cultural facilities, Public libraries","Grinnell (Iowa)"
"6292","Public library, Bloomfield, IA","grinnell:13429","Looking southwest at the Carnegie Library originall named after Andrew Carnegie who donated $10,000 to build it. The word ""LIBRARY"" is cut in a stone panel over the door. There is also a bronze tablet beside the door which states, ""Let There Be Light. This Library the Gift of Andrew Carnegie, August 1913"". The library was dedicated on August 13, 1913. The name was later changed to Bloomfield Public Library. Located at 107 N. Columbia, Bloomfield, Davis County, Iowa. Number 3194.","Carnegie Library, Bloomfield Public Library","EKC",1940,"Iowa Historical Postcard Collection (IHPC), Grinnell College. Special Collections and Archives, Digital Grinnell",NA,"still image","Davis County (Iowa), Bloomfield (Iowa), Cultural facilities, Public libraries, Carnegie libraries",NA
"6293","Public library, Council Bluffs, Iowa","grinnell:18380","Looking southwest at the Carnegie Library which was built in 1904 and opened as a ""Free Public Library"" for all. The building is currently used as the Union Pacific Railroad Museum and listed on the National Register of Historic Places. It is located at 200 Pearl Street, Council Bluffs, Pottawattamie County, Iowa. Number 91424.","Carnegie Library, Free Public Library","Curteich & Co. Inc. (Chicago, Ill.)",1922,"Iowa Historical Postcard Collection (IHPC), Grinnell College. Special Collections and Archives, Digital Grinnell",NA,"still image","Pottawattamie County (Iowa), Council Bluffs (Iowa), Cultural facilities, Public libraries, Carnegie libraries",NA
"6294","Public library, Davenport, Iowa","grinnell:18458","This 1904 Carnegie Library, the largest west of the Mississippi River, was built at the cost of $75,000 and donated by Andrew Carnegie. The building was designed by Boston architect Calvin Kiessling. It was located at 399 North Main Street, Davenport, Scott County, Iowa, and due to structural damage, the Carnegie building was demolished in 1968. Number 6693.","Davenport Public Library, Carnegie Library","A.C. Bosselman & Co. (New York, [N.Y.])",1920,"Iowa Historical Postcard Collection (IHPC), Grinnell College. Special Collections and Archives, Digital Grinnell",NA,"still image","Scott County (Iowa), Davenport (Iowa), Cultural facilities, Public libraries, Carnegie libraries",NA
"6295","Public library, Grinnell, Iowa","grinnell:13630","Looking east from Broad Street. In 1901 Joel Stewart, a farmer, banker, and state legislator, offered to build the public library on land donated by the Congregational Church Society. The cornerstone was laid on May 7, 1901. Listed on the National Register of Historic Places. Number 994.","Grinnell High School","Hurley's Supply Co. (Des Moines, Iowa), Dexter Press, Inc. (West Nyack, N.Y.)",1920,"Ivan Sheets Collection","925 Broad, Grinnell, Poweshiek County, Iowa","still image","Poweshiek County (Iowa), Grinnell (Iowa), Cultural facilities, Public libraries, Vehicles, Automobiles",NA
"6296","Public library, Newton, Iowa","grinnell:13684","Two-story brick Carnegie Library built in 1902 for $10,000 and demolished in 1994. Number 5028.","Newton Public Library","EKC",1950,"Iowa Historical Postcard Collection (IHPC)","400 1st Avenue West, Newton, Jasper County, Iowa","still image","Jasper County (Iowa), Newton (Iowa), Cultural facilities, Public libraries, Carnegie libraries, Vehicles, Automobiles, Students",NA
"6297","Public school building, Arispe, Iowa","grinnell:13926","Two story wooden building with bell tower. Arispe Public School was established in 1905 at a cost of $3,000. 1911 postmark.","Arispe Public School",NA,1911,"Iowa Historical Postcard Collection (IHPC), Grinnell College. Special Collections and Archives, Digital Grinnell",NA,"still image","Union County (Iowa), Arispe (Iowa), Educational facilities, Schools, Public schools",NA
"6298","Public school building, Carson, Iowa","grinnell:14145","Two story brick building.",NA,"KRUXO",1910,"Iowa Historical Postcard Collection (IHPC)",NA,"still image","Pottawattamie County (Iowa), Carson (Iowa), Educational facilities, Schools, Public schools",NA
"6299","Public school building, Montezuma, Iowa","grinnell:13960","Number B-287.",NA,"L.L. Cook Co. (Milwaukee, Wis.)",1940,"Ivan Sheets Collection",NA,"still image","Poweshiek County (Iowa), Montezuma (Iowa), Educational facilities, Public schools",NA
"6300","Public school, Alta, Iowa","grinnell:13786","Looking at a three-story wooden building with a bell tower. The first school building was built in 1876.","High school","AZO",1910,"Iowa Historical Postcard Collection (IHPC), Grinnell College. Special Collections and Archives, Digital Grinnell",NA,"still image","Buena Vista County (Iowa), Alta (Iowa), Educational facilities, Schools, Public schools",NA
"6301","Public school, Alvord, Iowa","grinnell:14263","School children, teachers and school administrators are posing in front of their two-story wooden school building with bell tower.",NA,"Jacoby, Chas. E. (Sioux Rapids, Iowa)",1920,"Iowa Historical Postcard Collection (IHPC), Grinnell College. Special Collections and Archives, Digital Grinnell",NA,"still image","Lyon County (Iowa), Alvord (Iowa), Educational facilities, Schools, Public schools, School children",NA
"6302","Public school, Auburn, Iowa","grinnell:14231","Two story brick building with bell tower.",NA,"Carroll Post Card Co. (Carroll, Iowa)",1920,"Iowa Historical Postcard Collection (IHPC)",NA,"still image","Sac County (Iowa), Auburn (Iowa), Education facilities, Schools, Public schools",NA
"6303","Public school, Calamus, Iowa","grinnell:14158","Two story brick building with bell tower and students in front. 1907 postmark.",NA,NA,1907,"Iowa Historical Postcard Collection (IHPC), Grinnell College. Special Collections and Archives, Digital Grinnell",NA,"still image","Clinton County (Iowa), Calamus (Iowa), Educational facilities, Schools, Public schools, School children",NA
"6304","Public school, Chillicothe, Iowa","grinnell:14081","School children & school staff standing in front of a two-story wooden school house with bell tower. 1905 postmark.",NA,"Stevens, Geo. L. Chicago and Congress Park, [Ill.], KRUXO",1905,"Iowa Historical Postcard Collection (IHPC), Grinnell College. Special Collections and Archives, Digital Grinnell",NA,"still image","Wapello County (Iowa), Chillicothe (Iowa), Educational facilities, Schools, Public schools, School children",NA
"6305","Public school, Clarence, Iowa","grinnell:14077","Looking south at the entrance to the Clarence Public School built in 1915. Number 8818.",NA,"Defender",1917,"Iowa Historical Postcard Collection (IHPC), Grinnell College. Special Collections and Archives, Digital Grinnell",NA,"still image","Cedar County (Iowa), Clarence (Iowa), Educational facilities, Schools, Public schools",NA
"6306","Public school, Clermont, Iowa","grinnell:14036","The Clermont School was a three-story brick building constructed in circa 1867, and it occupied the site until the Clermont Junior High School was built in 1924. A new public school was built in 1912-1913. 1908 postmark.",NA,"KRUXO",1908,"Iowa Historical Postcard Collection (IHPC), Grinnell College. Special Collections and Archives, Digital Grinnell",NA,"still image","Fayette County (Iowa), Clermont (Iowa), Educational facilities, Schools, Public schools, School children",NA
